SW,LW,T2m,GBI,Nao
25.87759806,224.4626255,263.7448714,5221.528842000001,-0.7879999879999999
25.44598412,225.81073360000002,262.86342540000004,5198.181189,-0.838
25.31803238,226.66498450000003,263.0994369,5208.055782,-0.5379999879999999
24.92290506,226.45374040000002,263.0394524,5218.684957,-0.22499999399999998
24.866773600000002,227.3407034,263.2153248,5215.1988329999995,0.241999999
25.02734187,227.9712051,263.641598,5200.151422,0.55400002
25.03694385,228.31740240000002,263.6857947,5151.216153,0.864000022
25.27797094,229.14920440000003,263.96748019999995,5071.0445039999995,1.004999995
25.58041347,228.19999269999997,263.77097349999997,5025.578831,0.8809999820000001
25.8350508,226.94780099999997,263.1022201,5011.28619,0.602999985
25.94998481,227.40618089999998,262.5125929,4991.4244,0.51700002
26.50345299,227.5790421,261.94352680000003,4990.22146,0.363000005
26.54643449,226.82150430000002,261.6946696,5016.162611,0.016000001
26.04210343,226.84686659999997,261.92975690000003,5042.941697,-0.319999993
25.78015034,227.57981099999998,262.3620318,5059.434435,-0.49399998799999995
24.34801427,227.4335764,262.9462313,5066.999718,-0.38800001100000003
24.3775098,226.9699661,263.31954249999995,5074.745009,-0.643000007
23.19843351,227.22314669999997,264.160102,5090.695802,-1.09800005
22.79708719,227.67978109999999,264.7198201,5104.776035,-1.467000008
24.21525253,226.90855180000003,265.5536646,5107.284146,-1.7020000219999998
24.349037600000003,224.91230750000003,265.8684873,5094.365853,-1.81099999
25.4099947,223.98042940000002,266.16167740000003,5069.0108310000005,-1.873000026
25.863190600000003,222.84747799999997,266.4783137,5051.099123,-1.906999946
27.37258051,221.09131910000002,266.777359,5054.965404,-1.9539999959999999
27.48747867,220.54899069999996,267.14208360000003,5079.185342,-1.907999992
28.90933539,221.418017,267.0793141,5104.1075200000005,-1.649000049
28.64524549,224.58199480000005,266.586896,5123.800232,-1.457000017
29.24634271,227.62638219999997,266.6388465,5144.930965,-1.38499999
29.561092600000002,228.7895096,266.0757358,5157.174295000001,-1.371000051
30.57450077,228.4584409,265.32670069999995,5157.042053,-1.4249999519999998
30.81398295,228.7173556,264.3274597,5156.050124,-1.251000047
29.61739225,230.00611119999996,263.8790761,5151.67701,-1.15199995
29.53360899,231.6510617,263.6496272,5145.315678,-1.095999956
27.95922559,233.0117892,263.469108,5153.60901,-0.9940000179999999
28.05875494,234.22185519999996,263.1467879,5186.947413,-0.936999977
27.3269083,236.62862859999998,262.4978983,5244.23824,-0.953000009
27.32434037,239.73971040000004,262.4768221,5301.419734,-1.125
30.8776565,242.7800793,262.2960779,5333.700842,-1.036999941
30.963752600000003,244.17327360000002,262.273947,5351.183566,-0.689999998
29.93624336,245.90504520000002,261.7957033,5375.111241,-0.5580000279999999
29.93513044,247.8558017,261.68512369999996,5406.341459,-0.5720000270000001
27.7655677,248.41255330000004,261.54222569999996,5435.00265,-0.458999991
28.07343792,248.63329700000003,261.25189680000005,5456.287646,-0.469999999
27.59250235,248.3409414,261.2670193,5466.6984649999995,-0.6159999970000001
27.94021177,247.9510116,261.2623688,5467.0717460000005,-0.633000016
27.99628251,248.45032149999997,261.1438586,5468.886551,-0.48199999299999996
27.61426814,249.8468883,260.7184916,5476.688869,-0.24400000300000002
31.34364027,249.7579673,261.4638787,5486.438134,-0.149000004
31.48695477,248.68168730000002,262.4560249,5486.030597999999,-0.093000002
33.06333018,247.8985366,263.9300891,5464.158765,0.254000008
33.462526399999994,247.563527,264.6338737,5420.350803,0.574999988
34.50973221,248.0454284,264.3227346,5368.434438,0.625
34.39546444,248.13857769999998,263.9344171,5321.080620000001,0.564999998
35.13448201,247.21652379999998,263.4680338,5277.184708,0.40299999700000005
35.37663933,246.07626800000003,263.1426046,5235.859214,0.389999986
35.70530243,244.76261910000002,263.2255495,5198.743339,0.788999975
36.04829501,242.4410267,263.9596875,5169.323573,0.995000005
36.21615873,240.7110844,264.0192625,5150.326747,1.00999999
36.48096885,239.2018383,264.0521903,5141.097328,0.952000022
36.50927824,237.25487650000002,264.28213519999997,5130.222703,1.202999949
36.56989863,236.80648689999998,264.5670358,5121.950548,1.289000034
33.9711034,237.3326651,265.5191542,5121.152693999999,1.3489999769999999
33.82190447,237.87964900000003,266.3788167,5113.960604,1.38499999
34.54346892,237.50504339999998,266.707056,5105.71851,1.430999994
34.89060343,236.213852,267.0000768,5108.504046,1.414000034
35.80815943,235.22071090000003,266.6227076,5118.932482,1.287999988
35.46575969,234.31446319999998,266.3105183,5122.104721,1.327000022
35.74833397,233.1356575,266.0534164,5116.368041,1.241999984
35.91200326,232.15087769999997,266.3924008,5106.482125,1.210999966
35.3931378,232.77047209999998,267.0684048,5097.9034710000005,1.174999952
35.44160622,233.0690997,267.5658869,5097.883411,0.890999973
37.8754359,231.67598990000002,267.3628602,5113.156557,0.652999997
37.90189454,230.4753418,267.33957200000003,5140.671445,0.50999999
38.51767543,231.0255469,267.6256878,5168.325322,0.189999998
38.97550517,232.41382489999998,268.4935603,5182.832420000001,-0.419
39.55405304,230.92887209999998,269.0989644,5184.146175,-0.8500000240000001
39.77030462,228.31062059999996,269.41295180000003,5179.533714,-1.0729999540000001
44.38416058,227.06476519999998,269.8110662,5168.783183,-0.913999975
44.37217714,226.4842849,270.3701334,5157.17715,-0.75999999
43.83517111,226.00609120000001,270.6809065,5154.454849000001,-0.6809999940000001
43.68097412,225.27832169999996,270.3334099,5159.134678,-0.44699999700000004
46.63712362,224.01528330000002,270.1263281,5163.304442000001,-0.148000002
47.05990393,223.32299840000002,269.9040152,5167.48854,-0.011000000000000001
46.32408166,223.87701600000003,269.3368798,5178.880722999999,0.25
45.3531756,224.29469759999998,268.855987,5191.886463,0.442000002
48.21919078,224.30550930000004,268.7566756,5199.328015,0.328999996
48.76217551,224.1573331,269.06150310000004,5201.652572999999,0.469000012
48.19334847,225.16150359999997,269.5528627,5204.794884,0.550999999
49.44344615,225.348847,269.6616308,5207.147696,0.6800000070000001
50.40365519,223.65691850000002,269.6810376,5194.417297999999,0.714999974
51.45016474,221.4504554,269.4268281,5162.920779,0.382999986
49.40771885,220.48508629999998,269.443624,5122.522956,-0.189999998
49.03198121,221.47987169999996,269.57456360000003,5084.725524,-0.591000021
48.78632485,222.86202319999998,269.64166780000005,5058.164497,-0.652999997
48.86347698,224.57140550000003,269.58785930000005,5056.734729,-0.66900003
51.52201423,225.9697466,269.53686170000003,5073.843707,-0.632000029
51.69043424,228.49441000000002,270.3096729,5084.052625,-0.785000026
54.58421111,231.55717280000002,271.03393439999996,5081.512725,-1.146999955
54.87399549999999,232.4644516,271.7604043,5063.777301,-1.467000008
59.70913401,231.6533318,272.2295919,5041.778095000001,-1.781000018
59.91775503,230.3806194,272.72680460000004,5032.5124479999995,-1.9620000119999998
62.10975291,230.662077,272.9325083,5038.5173509999995,-2.02699995
61.40230314,231.3737966,273.2726087,5059.631061,-2.1189999580000003
61.31161839,231.4074398,273.2049024,5086.885308,-1.906999946
62.52292177,230.6140913,273.40384910000006,5115.426187,-1.582000017
61.60680069,230.14566609999997,273.4553369,5140.413833,-1.113999963
62.03763443,230.36272000000002,273.8102904,5153.452049,-0.7310000059999999
65.69911919,230.45716580000004,273.7079911,5150.241439,-0.361000001
65.97382028,230.3490627,273.2271773,5139.538668,-0.358999997
66.48946424,230.977626,273.089446,5124.452692,-0.26699999
66.53168353,232.23726430000002,273.50057539999995,5101.4462920000005,0.180000007
67.96392732,232.36047569999997,273.7238565,5077.259693999999,0.65200001
68.21026571,231.8942014,273.70457410000006,5052.115689,0.518000007
72.11861029,231.47943430000004,273.7639347,5019.5548659999995,0.048999999
71.92383663,231.35212850000002,273.6828845,4982.619843,-0.298999995
71.47614903,231.76908889999999,274.0884492,4955.556725,-0.442000002
71.77370794,232.47350530000003,274.2972402,4939.850460000001,-0.344000012
70.58448285,233.57979530000003,274.5151724,4930.689179999999,-0.38600000700000003
71.0929944,236.1093894,274.4934709,4919.215854,-0.7160000209999999
68.66319715,238.4802547,274.3460855,4907.159749,-1.04400003
70.10483267,240.1285849,274.0914308,4913.01566,-1.241999984
70.28322186,241.8004663,273.9120337,4935.806803,-1.269999981
70.10580429,241.5469074,274.2708743,4962.593457,-1.011999965
76.63864917,240.3518373,274.32417860000004,4986.709927,-0.8880000109999999
76.80549125,240.0439701,274.4124332,5008.630952,-0.995999992
78.93083108,241.66490430000002,274.8282877,5027.098754,-1.48300004
78.86139616,244.4427164,275.2675727,5029.376568,-1.582999945
79.26510944,245.31396030000002,275.9452905,5015.158178,-1.383000016
